"","Lemur","Plante","L","Treatment","Control","Germination","Sex","Date","GerminationDate","Time"
"1427",NA,"Adina",13.42,"Gut Passed, Unwashed","0","1","",2023-12-29,2024-01-19,21
"1428",NA,"Adina",15.06,"Gut Passed, Washed","0","0","",2023-12-29,NA,100
"1429",NA,"Adina",14.86,"Gut Passed, Washed","0","0","",2023-12-29,NA,100
"1430",NA,"Adina",17.46,"Gut Passed, Washed","0","0","",2023-12-29,NA,100
"1431",NA,"Adina",15.45,"Gut Passed, Washed","0","1","",2023-12-29,2024-02-06,39
"1432",NA,"Adina",15.95,"Gut Passed, Washed","0","1","",2023-12-29,2024-02-09,42
"1433",NA,"Adina",14.69,"Gut Passed, Unwashed","0","0","",2023-12-30,NA,100
"1434",NA,"Adina",14.86,"Gut Passed, Unwashed","0","0","",2023-12-30,NA,100
"1435",NA,"Sterculia",9.72,"Gut Passed, Unwashed","0","0","",2023-12-30,NA,100
"1436",NA,"Sterculia",9.74,"Gut Passed, Unwashed","0","0","",2023-12-30,NA,100
"1437",NA,"Sterculia",8,"Gut Passed, Unwashed","0","0","",2023-12-30,NA,100
"1438",NA,"Sterculia",9.27,"Gut Passed, Unwashed","0","0","",2023-12-30,NA,100
"1439",NA,"Sterculia",9.49,"Gut Passed, Unwashed","0","0","",2023-12-30,NA,100
"1440",NA,"Sterculia",9.07,"Gut Passed, Unwashed","0","0","",2023-12-30,NA,100
"1441",NA,"Sterculia",9.22,"Gut Passed, Unwashed","0","0","",2023-12-30,NA,100
"1442",NA,"Sterculia",9.42,"Gut Passed, Unwashed","0","0","",2023-12-30,NA,100
"1443",NA,"Sterculia",6.48,"Gut Passed, Unwashed","0","0","",2023-12-30,NA,100
"1444",NA,"Syzygium",15.11,"Gut Passed, Washed","0","1","",2023-12-30,2024-01-22,23
"1445",NA,"Sterculia",7.61,"Gut Passed, Washed","0","1","",2023-12-30,2024-01-01,2
"1446",NA,"Adina",13.73,"Gut Passed, Unwashed","0","0","",2023-12-30,NA,100
"1447",NA,"Adina",16.66,"Gut Passed, Washed","0","1","",2023-12-30,2024-02-03,35
"1448",NA,"Adina",16.47,"Gut Passed, Washed","0","1","",2023-12-30,2024-01-31,32
"1449",NA,"Adina",14.63,"Gut Passed, Washed","0","1","",2023-12-30,2024-02-09,41
"1450",NA,"Adina",15.79,"Gut Passed, Washed","0","0","",2023-12-30,NA,100
"1451",NA,"Adina",13.01,"Gut Passed, Washed","0","0","",2023-12-30,NA,100
"1452",NA,"Adina",13.94,"Gut Passed, Washed","0","0","",2023-12-30,NA,100
"1453",NA,"Adina",15.05,"Gut Passed, Washed","0","1","",2023-12-30,2024-01-13,14
"1454",NA,"Adina",15.51,"Gut Passed, Washed","0","1","",2023-12-30,2024-01-13,14
"1455",NA,"Adina",13.72,"Gut Passed, Washed","0","1","",2023-12-30,2024-01-13,14
"1456",NA,"Adina",14.9,"Gut Passed, Washed","0","1","",2023-12-30,2024-01-16,17
"1457",NA,"Adina",15.22,"Gut Passed, Washed","0","0","",2023-12-30,NA,100
"1458",NA,"Adina",15.22,"Gut Passed, Unwashed","0","1","",2023-12-30,2024-01-22,23
"1459",NA,"Adina",15.89,"Gut Passed, Unwashed","0","1","",2023-12-30,2024-01-22,23
"1460",NA,"Adina",14.93,"Gut Passed, Unwashed","0","0","",2023-12-30,NA,100
"1461",NA,"Adina",16.18,"Gut Passed, Unwashed","0","1","",2023-12-30,2024-01-19,20
"1462",NA,"Adina",14.34,"Gut Passed, Washed","0","0","",2023-12-30,NA,100
"1463",NA,"Adina",14.26,"Gut Passed, Washed","0","1","",2023-12-30,2024-01-19,20
"1464",NA,"Adina",14.84,"Gut Passed, Washed","0","1","",2023-12-30,2024-01-13,14
"1465",NA,"Adina",14.9,"Gut Passed, Washed","0","1","",2023-12-30,2024-01-19,20
"1466",NA,"Adina",14.32,"Gut Passed, Washed","0","1","",2023-12-30,2024-01-13,14
"1467",NA,"Adina",14.55,"Gut Passed, Washed","0","1","",2023-12-30,2024-01-13,14
"1468",NA,"Adina",13.65,"Gut Passed, Washed","0","0","",2023-12-30,NA,100
"1469",NA,"Adina",16.09,"Gut Passed, Unwashed","0","1","",2023-12-30,2024-01-13,14
"1470",NA,"Adina",14.93,"Gut Passed, Unwashed","0","1","",2023-12-30,2024-01-13,14
"1471",NA,"Adina",16.73,"Gut Passed, Unwashed","0","1","",2023-12-30,2024-01-07,8
"1472",NA,"Adina",16.21,"Gut Passed, Unwashed","0","1","",2023-12-30,2024-01-19,20
"1473",NA,"Adina",14.84,"Gut Passed, Washed","0","0","",2023-12-30,NA,100
"1474",NA,"Adina",13.6,"Gut Passed, Washed","0","0","",2023-12-30,NA,100
"1475",NA,"Adina",13.97,"Gut Passed, Washed","0","1","",2023-12-30,2024-03-01,62
"1476",NA,"Adina",14.52,"Gut Passed, Washed","0","1","",2023-12-30,2024-02-12,44
"1477",NA,"Adina",14.12,"Gut Passed, Washed","0","0","",2023-12-30,NA,100
"1478",NA,"Sterculia",9.2,"Gut Passed, Unwashed","0","1","",2023-12-30,2024-03-01,62
"1479",NA,"Sterculia",8.63,"Gut Passed, Unwashed","0","1","",2023-12-30,2024-03-10,71
"1480",NA,"Sterculia",9.32,"Gut Passed, Unwashed","0","0","",2023-12-30,NA,100
"1481",NA,"Sterculia",9.21,"Gut Passed, Unwashed","0","0","",2023-12-30,NA,100
"1482",NA,"Sterculia",9.36,"Gut Passed, Unwashed","0","0","",2023-12-30,NA,100
"1483",NA,"Sterculia",9.55,"Gut Passed, Unwashed","0","1","",2023-12-30,2024-02-18,50
"1484",NA,"Sterculia",8.91,"Gut Passed, Unwashed","0","0","",2023-12-30,NA,100
"1485",NA,"Adina",14.57,"Gut Passed, Washed","0","0","",2024-01-02,NA,100
"1486",NA,"Adina",14.39,"Gut Passed, Washed","0","1","",2024-01-02,2024-02-18,47
"1487",NA,"Adina",16.25,"Gut Passed, Washed","0","0","",2024-01-02,NA,100
"1488",NA,"Adina",15.41,"Gut Passed, Washed","0","1","",2024-01-02,2024-02-18,47
"1489",NA,"Adina",14.77,"Gut Passed, Washed","0","0","",2024-01-02,NA,100
"1490",NA,"Adina",14.85,"Gut Passed, Washed","0","1","",2024-01-02,2024-02-06,35
"1491",NA,"Adina",15.58,"Gut Passed, Washed","0","0","",2024-01-02,NA,100
"1492",NA,"Adina",14.18,"Gut Passed, Washed","0","1","",2024-01-02,2024-01-16,14
"1493",NA,"Adina",16.39,"Gut Passed, Washed","0","1","",2024-01-02,2024-02-18,47
"1494",NA,"Adina",15.9,"Gut Passed, Washed","0","0","",2024-01-02,NA,100
"1495",NA,"Adina",13.05,"Gut Passed, Washed","0","0","",2024-01-02,NA,100
"1496",NA,"Adina",13.77,"Gut Passed, Washed","0","0","",2024-01-02,NA,100
"1497",NA,"Adina",14.44,"Gut Passed, Washed","0","1","",2024-01-02,2024-02-06,35
"1498",NA,"Adina",14.2,"Gut Passed, Washed","0","1","",2024-01-02,2024-01-22,20
"1499",NA,"Adina",14.03,"Gut Passed, Washed","0","1","",2024-01-02,2024-01-19,17
"1500",NA,"Adina",15.8,"Gut Passed, Washed","0","1","",2024-01-02,2024-01-19,17
"1501",NA,"Adina",14.47,"Gut Passed, Washed","0","0","",2024-01-02,NA,100
"1502",NA,"Sterculia",10.01,"Gut Passed, Washed","0","0","",2024-01-02,NA,100
"1503",NA,"Sterculia",9.99,"Gut Passed, Washed","0","0","",2024-01-02,NA,100
"1504",NA,"Sterculia",9.58,"Gut Passed, Washed","0","0","",2024-01-02,NA,100
"1505",NA,"Sterculia",9.06,"Gut Passed, Washed","0","0","",2024-01-02,NA,100
"1506",NA,"Sterculia",9.39,"Gut Passed, Washed","0","0","",2024-01-02,NA,100
"1507",NA,"Sterculia",9.27,"Gut Passed, Washed","0","0","",2024-01-02,NA,100
"1508",NA,"Adina",15.41,"Gut Passed, Unwashed","0","0","",2024-01-02,NA,100
"1509",NA,"Adina",14.79,"Gut Passed, Unwashed","0","0","",2024-01-02,NA,100
"1510",NA,"Adina",15.23,"Gut Passed, Unwashed","0","1","",2024-01-02,2024-01-10,8
"1511",NA,"Adina",15.97,"Gut Passed, Unwashed","0","1","",2024-01-02,2024-01-25,23
"1512",NA,"Adina",14.03,"Gut Passed, Unwashed","0","0","",2024-01-02,NA,100
"1513",NA,"Adina",14.42,"Gut Passed, Unwashed","0","0","",2024-01-02,NA,100
"1514",NA,"Adina",15.26,"Gut Passed, Unwashed","0","0","",2024-01-02,NA,100
"1515",NA,"Adina",16.03,"Gut Passed, Unwashed","0","0","",2024-01-02,NA,100
"1516",NA,"Adina",14.12,"Gut Passed, Unwashed","0","1","",2024-01-02,2024-01-28,26
"1517",NA,"Adina",12.9,"Gut Passed, Unwashed","0","0","",2024-01-02,NA,100
"1518",NA,"Sterculia",9.84,"Gut Passed, Unwashed","0","1","",2024-01-02,2024-03-10,68
"1519","Eulemur albifrons","Adina",15.51,"Gut Passed, Washed","0","1","F",2024-01-02,2024-01-07,5
"1520",NA,"Adina",15.88,"Gut Passed, Washed","0","0","",2024-01-02,NA,100
"1521",NA,"Adina",14.43,"Gut Passed, Washed","0","1","",2024-01-02,2024-01-13,11
"1522",NA,"Adina",16.59,"Gut Passed, Washed","0","1","",2024-01-02,2024-01-19,17
"1523",NA,"Syzygium",15.66,"Gut Passed, Washed","0","1","",2024-01-02,2024-02-03,32
"1524",NA,"Adina",13.92,"Gut Passed, Washed","0","0","",2024-01-02,NA,100
"1525",NA,"Adina",16.18,"Gut Passed, Washed","0","1","",2024-01-02,2024-01-16,14
"1526",NA,"Adina",15.24,"Gut Passed, Unwashed","0","0","",2024-01-02,NA,100
"1527",NA,"Adina",16.76,"Gut Passed, Unwashed","0","0","",2024-01-02,NA,100
"1528",NA,"Adina",16.03,"Gut Passed, Unwashed","0","1","",2024-01-02,2024-01-19,17
"1529",NA,"Adina",14.31,"Gut Passed, Unwashed","0","0","",2024-01-02,NA,100
"1530",NA,"Sterculia",9.81,"Gut Passed, Unwashed","0","0","",2024-01-02,NA,100
"1531",NA,"Sterculia",9.08,"Gut Passed, Unwashed","0","0","",2024-01-02,NA,100
"1532","Eulemur albifrons","Sterculia",9.62,"Gut Passed, Unwashed","0","0","M",2024-01-02,NA,100
"1533","Eulemur albifrons","Sterculia",9.51,"Gut Passed, Unwashed","0","0","M",2024-01-02,NA,100
"1534",NA,"Adina",15.9,"Gut Passed, Unwashed","0","0","",2024-01-02,NA,100
"1535",NA,"Sterculia",9.38,"Gut Passed, Washed","0","1","",2024-01-02,2024-03-10,68
"1536",NA,"Pandanus",15.04,"Gut Passed, Unwashed","0","0","",2024-01-02,NA,100
"1537",NA,"Pandanus",14.79,"Gut Passed, Unwashed","0","0","",2024-01-02,NA,100
"1538",NA,"Pandanus",15.93,"Gut Passed, Unwashed","0","0","",2024-01-02,NA,100
"1539",NA,"Sterculia",9.95,"Gut Passed, Washed","0","0","",2024-01-03,NA,100
"1540",NA,"Adina",15.57,"Gut Passed, Unwashed","0","0","",2024-01-03,NA,100
"1541",NA,"Adina",16.74,"Gut Passed, Unwashed","0","1","",2024-01-03,2024-02-03,31
"1542",NA,"Adina",14.6,"Gut Passed, Unwashed","0","0","",2024-01-03,NA,100
"1543",NA,"Adina",14.24,"Gut Passed, Washed","0","1","",2024-01-04,2024-01-31,27
"1544",NA,"Adina",13.57,"Gut Passed, Washed","0","0","",2024-01-04,NA,100
"1545",NA,"Adina",15.68,"Gut Passed, Washed","0","0","",2024-01-04,NA,100
"1546",NA,"Adina",13.56,"Gut Passed, Washed","0","1","",2024-01-04,2024-02-09,36
"1547",NA,"Adina",15.58,"Gut Passed, Washed","0","0","",2024-01-04,NA,100
"1548",NA,"Adina",13.33,"Gut Passed, Washed","0","0","",2024-01-04,NA,100
"1549",NA,"Sterculia",9.2,"Gut Passed, Washed","0","1","",2024-01-04,2024-03-01,57
"1550",NA,"Sterculia",9.18,"Gut Passed, Unwashed","0","0","",2024-01-04,NA,100
"1551",NA,"Adina",15.86,"Gut Passed, Unwashed","0","1","",2024-01-04,2024-01-31,27
"1552",NA,"Adina",14.73,"Gut Passed, Unwashed","0","0","",2024-01-04,NA,100
"1553",NA,"Adina",14.76,"Gut Passed, Unwashed","0","1","",2024-01-04,2024-01-28,24
"1554",NA,"Adina",12.98,"Gut Passed, Unwashed","0","1","",2024-01-04,2024-02-09,36
"1555",NA,"Adina",15.09,"Gut Passed, Unwashed","0","0","",2024-01-04,NA,100
"1556",NA,"Adina",15.12,"Gut Passed, Unwashed","0","1","",2024-01-04,2024-02-15,42
"1557",NA,"Adina",13.16,"Gut Passed, Unwashed","0","1","",2024-01-04,2024-01-28,24
"1558",NA,"Adina",16.76,"Gut Passed, Washed","0","1","",2024-01-04,2024-01-31,27
"1559",NA,"Adina",14.77,"Gut Passed, Washed","0","1","",2024-01-04,2024-02-06,33
"1560",NA,"Adina",14.87,"Gut Passed, Washed","0","1","",2024-01-04,2024-01-31,27
"1561",NA,"Adina",16.33,"Gut Passed, Washed","0","1","",2024-01-04,2024-01-28,24
"1562",NA,"Adina",13.27,"Gut Passed, Washed","0","1","",2024-01-04,2024-01-31,27
"1563",NA,"Adina",15.99,"Gut Passed, Washed","0","1","",2024-01-04,2024-01-22,18
"1564",NA,"Adina",16.16,"Gut Passed, Washed","0","1","",2024-01-04,2024-01-22,18
"1565",NA,"Adina",11.87,"Gut Passed, Washed","0","1","",2024-01-04,2024-01-28,24
"1566",NA,"Sterculia",8.44,"Gut Passed, Washed","0","0","",2024-01-05,NA,100
"1567",NA,"Adina",15.07,"Gut Passed, Unwashed","0","0","",2024-01-06,NA,100
"1568",NA,"Adina",14.54,"Gut Passed, Unwashed","0","0","",2024-01-06,NA,100
"1569",NA,"Adina",15.74,"Gut Passed, Unwashed","0","0","",2024-01-06,NA,100
"1570",NA,"Adina",15.07,"Gut Passed, Unwashed","0","0","",2024-01-06,NA,100
"1571",NA,"Adina",12.31,"Gut Passed, Unwashed","0","0","",2024-01-06,NA,100
"1572",NA,"Adina",14.99,"Gut Passed, Unwashed","0","1","",2024-01-06,2024-02-18,43
"1573",NA,"Adina",14.64,"Gut Passed, Unwashed","0","1","",2024-01-06,2024-03-13,67
"1574",NA,"Adina",13.73,"Gut Passed, Unwashed","0","0","",2024-01-06,NA,100
"1575",NA,"Adina",13.37,"Gut Passed, Unwashed","0","1","",2024-01-06,2024-01-25,19
"1576",NA,"Adina",14.32,"Gut Passed, Unwashed","0","0","",2024-01-06,NA,100
"1577",NA,"Adina",12.83,"Gut Passed, Unwashed","0","0","",2024-01-06,NA,100
"1578",NA,"Adina",13.12,"Gut Passed, Unwashed","0","0","",2024-01-06,NA,100
"1579","Eulemur rubriventer","Pandanus",14.22,"Gut Passed, Washed","0","1","F",2024-01-06,2024-01-19,13
"1580","Eulemur rubriventer","Pandanus",11.41,"Gut Passed, Washed","0","1","F",2024-01-06,2024-01-19,13
"1581",NA,"Adina",19.95,"Gut Passed, Washed","0","1","",2024-01-06,2024-01-19,13
"1582",NA,"Adina",15.44,"Gut Passed, Washed","0","1","",2024-01-06,2024-02-18,43
"1583",NA,"Adina",15.32,"Gut Passed, Washed","0","1","",2024-01-06,2024-01-31,25
"1584",NA,"Adina",14.78,"Gut Passed, Washed","0","1","",2024-01-06,2024-01-19,13
"1585",NA,"Adina",16.51,"Gut Passed, Washed","0","0","",2024-01-06,NA,100
"1586",NA,"Adina",16.63,"Gut Passed, Unwashed","0","0","",2024-01-06,NA,100
"1587",NA,"Adina",14.52,"Gut Passed, Unwashed","0","0","",2024-01-06,NA,100
"1588",NA,"Adina",15.67,"Gut Passed, Unwashed","0","0","",2024-01-06,NA,100
"1589",NA,"Adina",16.51,"Gut Passed, Unwashed","0","1","",2024-01-06,2024-01-22,16
"1590",NA,"Adina",16.21,"Gut Passed, Unwashed","0","1","",2024-01-06,2024-01-28,22
"1591",NA,"Adina",13.05,"Gut Passed, Unwashed","0","0","",2024-01-06,NA,100
"1592",NA,"Adina",14.38,"Gut Passed, Unwashed","0","1","",2024-01-06,2024-01-19,13
"1593",NA,"Adina",14.73,"Gut Passed, Washed","0","0","",2024-01-06,NA,100
"1594",NA,"Adina",13.92,"Gut Passed, Washed","0","1","",2024-01-06,2024-01-13,7
"1595",NA,"Adina",16.25,"Gut Passed, Washed","0","1","",2024-01-06,2024-01-25,19
"1596",NA,"Adina",15.52,"Gut Passed, Washed","0","0","",2024-01-06,2024-01-03,0
"1597",NA,"Adina",13.01,"Gut Passed, Washed","0","0","",2024-01-06,NA,100
"1598",NA,"Adina",16.44,"Gut Passed, Washed","0","1","",2024-01-06,2024-01-19,13
"1599",NA,"Adina",12.7,"Gut Passed, Washed","0","0","",2024-01-06,NA,100
"1600",NA,"Adina",16.27,"Gut Passed, Washed","0","1","",2024-01-06,2024-01-19,13
"1601",NA,"Adina",14.52,"Gut Passed, Washed","0","1","",2024-01-06,2024-01-19,13
"1602",NA,"Adina",14.76,"Gut Passed, Washed","0","0","",2024-01-06,NA,100
"1603",NA,"Adina",13.75,"Gut Passed, Washed","0","1","",2024-01-06,2024-01-13,7
"1604",NA,"Adina",15.45,"Gut Passed, Washed","0","1","",2024-01-06,2024-02-21,46
"1605",NA,"Adina",16.45,"Gut Passed, Washed","0","1","",2024-01-06,2024-01-19,13
"1606",NA,"Adina",14.64,"Gut Passed, Washed","0","0","",2024-01-06,NA,100
"1607",NA,"Adina",15.44,"Gut Passed, Washed","0","1","",2024-01-06,2024-01-25,19
"1608",NA,"Adina",14.64,"Gut Passed, Washed","0","0","",2024-01-06,2024-01-03,0
"1609",NA,"Adina",13.72,"Gut Passed, Washed","0","0","",2024-01-06,NA,100
"1610",NA,"Adina",14.45,"Gut Passed, Washed","0","1","",2024-01-06,2024-01-19,13
"1611",NA,"Adina",14.84,"Gut Passed, Washed","0","1","",2024-01-06,2024-01-19,13
"1612",NA,"Adina",13.27,"Gut Passed, Washed","0","0","",2024-01-06,NA,100
"1613",NA,"Adina",14.65,"Gut Passed, Washed","0","1","",2024-01-06,2024-01-19,13
"1614",NA,"Adina",14.94,"Gut Passed, Washed","0","1","",2024-01-06,2024-01-19,13
"1615",NA,"Adina",13.64,"Gut Passed, Washed","0","1","",2024-01-06,2024-01-25,19
"1616",NA,"Adina",14.76,"Gut Passed, Washed","0","1","",2024-01-06,2024-02-06,31
"1617",NA,"Adina",14.56,"Gut Passed, Washed","0","1","",2024-01-06,2024-01-25,19
"1618",NA,"Adina",14.35,"Gut Passed, Washed","0","0","",2024-01-06,NA,100
"1619",NA,"Adina",12.03,"Gut Passed, Washed","0","0","",2024-01-06,NA,100
"1620",NA,"Adina",15.08,"Gut Passed, Washed","0","0","",2024-01-06,NA,100
"1621",NA,"Adina",15.28,"Gut Passed, Washed","0","1","",2024-01-06,2024-01-25,19
"1622",NA,"Adina",14.44,"Gut Passed, Washed","0","1","",2024-01-06,2024-01-25,19
"1623",NA,"Adina",13.96,"Gut Passed, Washed","0","0","",2024-01-06,NA,100
"1624",NA,"Adina",14.12,"Gut Passed, Unwashed","0","1","",2024-01-08,2024-01-28,20
"1625",NA,"Adina",15.85,"Gut Passed, Unwashed","0","0","",2024-01-08,NA,100
"1626",NA,"Adina",16.54,"Gut Passed, Unwashed","0","1","",2024-01-08,2024-01-28,20
"1627",NA,"Adina",17.84,"Gut Passed, Unwashed","0","1","",2024-01-08,2024-01-16,8
"1628",NA,"Adina",14.5,"Gut Passed, Washed","0","0","",2024-01-08,NA,100
"1629",NA,"Adina",16.55,"Gut Passed, Washed","0","1","",2024-01-08,2024-02-03,26
"1630",NA,"Adina",16.16,"Gut Passed, Washed","0","0","",2024-01-08,NA,100
"1631",NA,"Adina",16.11,"Gut Passed, Washed","0","1","",2024-01-08,2024-03-13,65
"1632",NA,"Adina",14.08,"Gut Passed, Washed","0","0","",2024-01-08,NA,100
"1633",NA,"Adina",13.76,"Gut Passed, Washed","0","1","",2024-01-08,2024-02-12,35
"1634",NA,"Adina",15.89,"Gut Passed, Washed","0","0","",2024-01-08,NA,100
"1635",NA,"Adina",14.08,"Gut Passed, Washed","0","0","",2024-01-08,NA,100
"1636",NA,"Adina",13.5,"Gut Passed, Washed","0","0","",2024-01-08,NA,100
"1637",NA,"Adina",13.87,"Gut Passed, Washed","0","0","",2024-01-08,NA,100
"1638",NA,"Adina",13.73,"Gut Passed, Washed","0","1","",2024-01-08,2024-02-21,44
"1639",NA,"Adina",14.6,"Gut Passed, Washed","0","0","",2024-01-08,NA,100
"1640",NA,"Sterculia",8.91,"Gut Passed, Washed","0","0","",2024-01-08,NA,100
"1641",NA,"Adina",14.57,"Gut Passed, Unwashed","0","0","",2024-01-08,NA,100
"1642",NA,"Adina",15.37,"Gut Passed, Unwashed","0","0","",2024-01-08,NA,100
"1643",NA,"Adina",15.78,"Gut Passed, Unwashed","0","0","",2024-01-08,NA,100
"1644",NA,"Adina",14.03,"Gut Passed, Unwashed","0","0","",2024-01-08,NA,100
"1645",NA,"Adina",15.1,"Gut Passed, Unwashed","0","0","",2024-01-08,NA,100
"1646",NA,"Adina",13.06,"Gut Passed, Unwashed","0","0","",2024-01-08,NA,100
"1647",NA,"Adina",14.46,"Gut Passed, Unwashed","0","0","",2024-01-08,NA,100
"1648",NA,"Adina",14.24,"Gut Passed, Washed","0","1","",2024-01-08,2024-01-25,17
"1649",NA,"Adina",14.88,"Gut Passed, Washed","0","0","",2024-01-08,NA,100
"1650",NA,"Adina",12.8,"Gut Passed, Washed","0","0","",2024-01-08,NA,100
"1651",NA,"Adina",14.25,"Gut Passed, Washed","0","0","",2024-01-08,NA,100
"1652",NA,"Adina",14.02,"Gut Passed, Washed","0","0","",2024-01-08,NA,100
"1653",NA,"Adina",10.92,"Gut Passed, Washed","0","1","",2024-01-08,2024-02-06,29
"1654",NA,"Adina",15.98,"Gut Passed, Unwashed","0","0","",2024-01-08,NA,100
"1655",NA,"Adina",16.84,"Gut Passed, Unwashed","0","1","",2024-01-08,2024-03-01,53
"1656",NA,"Adina",16.49,"Gut Passed, Unwashed","0","0","",2024-01-08,NA,100
"1657",NA,"Adina",14.4,"Gut Passed, Unwashed","0","0","",2024-01-08,NA,100
"1658",NA,"Adina",15.98,"Gut Passed, Unwashed","0","1","",2024-01-08,2024-02-03,26
"1659",NA,"Adina",15.34,"Gut Passed, Unwashed","0","1","",2024-01-08,2024-01-31,23
"1660",NA,"Adina",15.27,"Gut Passed, Unwashed","0","1","",2024-01-08,2024-01-22,14
"1661",NA,"Adina",15.26,"Gut Passed, Unwashed","0","1","",2024-01-08,2024-01-22,14
"1662",NA,"Adina",13.09,"Gut Passed, Unwashed","0","0","",2024-01-08,NA,100
"1663",NA,"Adina",15.86,"Gut Passed, Unwashed","0","1","",2024-01-08,2024-01-31,23
"1664",NA,"Adina",13.84,"Gut Passed, Unwashed","0","1","",2024-01-08,2024-01-25,17
"1665",NA,"Adina",14.77,"Gut Passed, Unwashed","0","1","",2024-01-08,2024-01-25,17
"1666",NA,"Adina",12.86,"Gut Passed, Unwashed","0","1","",2024-01-08,2024-01-25,17
"1667",NA,"Adina",15.26,"Gut Passed, Washed","0","1","",2024-01-08,2024-02-06,29
"1668",NA,"Adina",15.57,"Gut Passed, Washed","0","1","",2024-01-08,2024-02-18,41
"1669",NA,"Adina",13.49,"Gut Passed, Washed","0","1","",2024-01-08,2024-02-03,26
"1670",NA,"Adina",15.48,"Gut Passed, Unwashed","0","0","",2024-01-08,NA,100
"1671",NA,"Adina",15.08,"Gut Passed, Unwashed","0","1","",2024-01-08,2024-02-12,35
"1672",NA,"Adina",13.41,"Gut Passed, Unwashed","0","0","",2024-01-08,NA,100
"1673",NA,"Sterculia",9.24,"Gut Passed, Washed","0","0","",2024-01-09,NA,100
"1674",NA,"Sterculia",9.35,"Gut Passed, Washed","0","0","",2024-01-09,NA,100
"1675",NA,"Sterculia",9.51,"Gut Passed, Washed","0","0","",2024-01-09,NA,100
"1676",NA,"Adina",15.86,"Gut Passed, Unwashed","0","1","",2024-01-09,2024-01-19,10
"1677",NA,"Adina",17.63,"Gut Passed, Unwashed","0","0","",2024-01-09,NA,100
"1678",NA,"Pandanus",14.89,"Gut Passed, Washed","0","0","",2024-01-09,NA,100
"1679",NA,"Pandanus",15.65,"Gut Passed, Washed","0","0","",2024-01-09,NA,100
"1680",NA,"Pandanus",13.59,"Gut Passed, Washed","0","0","",2024-01-09,NA,100
"1681",NA,"Pandanus",13.14,"Gut Passed, Washed","0","0","",2024-01-09,NA,100
"1682",NA,"Pandanus",14.29,"Gut Passed, Washed","0","0","",2024-01-09,NA,100
"1683",NA,"Pandanus",11.7,"Gut Passed, Washed","0","0","",2024-01-09,NA,100
"1684",NA,"Adina",16.08,"Gut Passed, Washed","0","1","",2024-01-09,2024-03-10,61
"1685",NA,"Adina",13.95,"Gut Passed, Washed","0","0","",2024-01-09,NA,100
"1686",NA,"Adina",14.61,"Gut Passed, Washed","0","0","",2024-01-09,NA,100
"1687",NA,"Adina",16.12,"Gut Passed, Washed","0","1","",2024-01-09,2024-01-31,22
"1688",NA,"Adina",14.85,"Gut Passed, Washed","0","1","",2024-01-09,2024-02-18,40
"1689",NA,"Adina",14.92,"Gut Passed, Washed","0","0","",2024-01-09,NA,100
"1690",NA,"Sterculia",10.06,"Gut Passed, Unwashed","0","0","",2024-01-09,NA,100
"1691","Eulemur rubriventer","Adina",14.68,"Gut Passed, Washed","0","0","F",2024-01-10,NA,100
"1692","Eulemur rubriventer","Adina",15.44,"Gut Passed, Washed","0","0","F",2024-01-10,NA,100
"1693",NA,"Adina",16.3,"Gut Passed, Washed","0","1","",2024-01-10,2024-03-01,51
"1694",NA,"Adina",16.05,"Gut Passed, Washed","0","1","",2024-01-10,2024-01-31,21
"1695",NA,"Adina",15.46,"Gut Passed, Washed","0","0","",2024-01-10,NA,100
"1696",NA,"Adina",13.91,"Gut Passed, Washed","0","0","",2024-01-10,NA,100
"1697",NA,"Adina",13.84,"Gut Passed, Washed","0","0","",2024-01-10,NA,100
"1698",NA,"Adina",15.4,"Gut Passed, Washed","0","1","",2024-01-10,2024-02-06,27
"1699",NA,"Adina",12.72,"Gut Passed, Washed","0","1","",2024-01-10,2024-01-28,18
"1700",NA,"Adina",16.88,"Gut Passed, Unwashed","0","0","",2024-01-10,NA,100
"1701",NA,"Adina",16.31,"Gut Passed, Unwashed","0","1","",2024-01-10,2024-01-22,12
"1702",NA,"Adina",16.17,"Gut Passed, Unwashed","0","1","",2024-01-11,2024-02-21,41
"1703","Eulemur albifrons","Sterculia",9.91,"Gut Passed, Unwashed","0","0","",2024-01-11,NA,100
"1704","Eulemur albifrons","Sterculia",10.45,"Gut Passed, Unwashed","0","0","",2024-01-11,NA,100
"1705","Eulemur albifrons","Sterculia",9.54,"Gut Passed, Unwashed","0","0","",2024-01-11,NA,100
"1706","Eulemur albifrons","Sterculia",10.54,"Gut Passed, Unwashed","0","0","",2024-01-11,NA,100
"1707","Eulemur albifrons","Sterculia",10.15,"Gut Passed, Unwashed","0","0","",2024-01-11,NA,100
"1708","Eulemur albifrons","Sterculia",10.81,"Gut Passed, Unwashed","0","0","",2024-01-11,NA,100
"1709","Eulemur albifrons","Sterculia",10.8,"Gut Passed, Unwashed","0","0","",2024-01-11,NA,100
"1710","Eulemur albifrons","Sterculia",10.4,"Gut Passed, Unwashed","0","0","",2024-01-11,NA,100
"1711","Eulemur albifrons","Sterculia",10.51,"Gut Passed, Unwashed","0","0","",2024-01-11,NA,100
"1712","Eulemur albifrons","Sterculia",10.42,"Gut Passed, Unwashed","0","0","",2024-01-11,NA,100
"1713","Eulemur albifrons","Sterculia",11.07,"Gut Passed, Unwashed","0","0","",2024-01-11,NA,100
